,Name,Vorname,Fraktion/Gruppe,17-198-01,17-201-02,17-201-03,17-201-04,17-201-05,17-201-01,17-205-01,17-205-02,17-207-01,17-207-02,17-208-01,17-209-01,17-211-01,17-211-02,17-212-01,17-213-01,17-213-02,17-213-03,17-213-04,17-213-05,17-214-01,17-214-02,17-214-03,17-214-04,17-214-05,17-214-06,17-215-01,17-217-01,17-219-01,17-225-03,17-225-01,17-225-02,17-225-04,17-225-05,17-226-02,17-226-03,17-226-01,17-229-01,17-234-03,17-234-04,17-234-05,17-234-01,17-234-02,17-237-01,17-237-02,17-240-03,17-240-02,17-240-01,17-242-01,17-243-01,17-244-01,17-246-01,17-246-02,17-247-01,17-250-01,17-250-02,17-250-03,17-250-04,17-250-05,17-250-06,17-250-07,17-250-08,17-250-09,17-251-01
0,Aigner,Ilse,CDU/CSU,Ja,Ja,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Nein,Abwesend,Abwesend,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Abwesend,Abwesend,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
1,Altmaier,Peter,CDU/CSU,Abwesend,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Abwesend,Abwesend,Abwesend,Nein,Ja,Abwesend,Abwesend,Nein,Abwesend,Nein,Nein,Abwesend,Nein,Ja,Nein,Nein,Nein,Nein,Nein
2,Aumer,Peter,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Abwesend,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
3,Bär,Dorothee,CDU/CSU,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Abwesend,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
4,Bareiß,Thomas,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
5,Barthle,Norbert,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
6,Baumann,Günter,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
7,Beck (Reutlingen),Ernst-Reinhard,CDU/CSU,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
8,Behrens (Börde),Manfred,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
9,Bellmann,Veronika,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Enthaltung,Enthaltung,Nein,Enthaltung,Enthaltung,Nein,Ja,Abwesend,Abwesend,Abwesend,Nein,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
10,Bergner,Christoph,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
11,Beyer,Peter,CDU/CSU,Abwesend,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
12,Bilger,Steffen,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
13,Binninger,Clemens,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Abwesend,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
14,Bleser,Peter,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Abwesend,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
15,Böhmer,Maria,CDU/CSU,Abwesend,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Abwesend,Abwesend,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
16,Börnsen (Bönstrup),Wolfgang,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Abwesend,Nein,Abwesend,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Abwesend
17,Bosbach,Wolfgang,CDU/CSU,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Abwesend,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
18,Brackmann,Norbert,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
19,Brähmig,Klaus,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Abwesend,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
20,Brand,Michael,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
21,Brandl,Reinhard,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
22,Brandt,Helmut,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
23,Brauksiepe,Ralf,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
24,Braun,Helge,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
25,Brehmer,Heike,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
26,Brinkhaus,Ralph,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
27,Caesar,Cajus,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
28,Connemann,Gitta,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
29,Dobrindt,Alexander,CDU/CSU,Abwesend,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
30,Dörflinger,Thomas,CDU/CSU,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Abwesend,Abwesend,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Abwesend,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
31,Dött,Marie-Luise,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
32,Feist,Thomas,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
33,Ferlemann,Enak,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Abwesend,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
34,Fischbach,Ingrid,CDU/CSU,Abwesend,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
35,Fischer (Göttingen),Hartwig,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Abwesend,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Abwesend,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend
36,Fischer (Hamburg),Dirk,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
37,Fischer (Karlsruhe-Land),Axel E.,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend
38,Flachsbarth,Maria,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein
39,Flosbach,Klaus-Peter,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
40,Frankenhauser,Herbert,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Abwesend,Ja,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Enthaltung,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Abwesend,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
41,Friedrich (Hof),Hans-Peter,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Abwesend,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
42,Frieser,Michael,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Abwesend,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Abwesend,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
43,Fritz,Erich G.,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend
44,Fuchs,Michael,CDU/CSU,Abwesend,Ja,Nein,Nein,Nein,Ja,Ja,Abwesend,Ja,Nein,Nein,Abwesend,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Abwesend,Nein,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Abwesend,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
45,Fuchtel,Hans-Joachim,CDU/CSU,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Abwesend,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
